Ewe/V,<I>/mA
-0.055958845,0.0006850026145709606
-0.055459682,0.0006921824237064791
-0.054965194,0.0006987865563133078
-0.05445119,0.0007006891221492725
-0.05394588,0.0007023055917401181
-0.053438239,0.0007058263733294261
-0.052956469,0.0007064261286291867
-0.052453712,0.0007068837557097744
-0.051945217,0.0007085076890857508
-0.051461332,0.0007075539276599875
-0.050953057,0.000708931451703778
-0.050470654,0.0007131400127238664
-0.049954537,0.0007177908765125217
-0.049470436,0.000721284165424366
-0.048957277,0.0007244162277654876
-0.048464689,0.0007252637903918478
-0.047961295,0.0007244504944941884
-0.047469772,0.0007248348458098698
-0.046992254,0.0007295053703812735
-0.046511132,0.0007325026944508053
-0.045988925,0.0007352966960688025
-0.04548629,0.0007369407962363947
-0.044978652,0.0007382774449608913
-0.044476531,0.0007420917129450054
-0.043974187,0.0007449801425402219
-0.043468878,0.0007467878670771042
-0.042965267,0.0007463565706766016
-0.042450193,0.0007432588321939562
-0.04198816,0.0007444149629952761
-0.041486882,0.0007477443445235659
-0.040974364,0.0007508647649956748
-0.040473506,0.0007554345034737563
-0.039968409,0.000757075351564827
-0.039496407,0.0007580283785904723
-0.038981337,0.0007602726380153378
-0.038484942,0.0007631205092668899
-0.037991937,0.0007657137081238073
-0.037472624,0.0007682798324687442
-0.03697665,0.0007717994628398612
-0.036474522,0.0007753543485941299
-0.035995938,0.0007762556834441802
-0.03547154,0.0007761674092358443
-0.034988508,0.0007773127110116129
-0.034495294,0.0007809272253696039
-0.033987857,0.0007837207737827027
-0.033478733,0.000783593497207781
-0.032978512,0.0007853028646085773
-0.032482747,0.0007907538744836521
-0.031977225,0.0007948425213895015
-0.031492282,0.0007986732758851027
-0.031002035,0.0008023646740993066
-0.030500755,0.0008041052759734761
-0.030002657,0.0008043806998035558
-0.029462347,0.0008052828779909517
-0.028977826,0.0008040981575268905
-0.028463393,0.0008032207411748631
-0.027981635,0.0008052980801612625
-0.027492659,0.0008077015111296361
-0.026988199,0.0008112221892386381
-0.0264831,0.000814441736616156
-0.025984582,0.0008164977818389098
-0.025489241,0.0008183716315586266
-0.024995809,0.0008222885311018335
-0.024495382,0.0008252917455306803
-0.024003224,0.0008266420671942803
-0.023486584,0.0008293146276310247
-0.02297033,0.0008320197936242434
-0.022475205,0.0008324306812331605
-0.021988137,0.0008315167894276266
-0.021479644,0.0008312341828800272
-0.020976031,0.0008353660098994811
-0.020465845,0.0008398630943028608
-0.019997662,0.0008427164801913778
-0.019494047,0.0008437225412678529
-0.018997859,0.0008452618300604509
-0.018508885,0.0008483562488874486
-0.01799806,0.0008510857223882166
-0.017505055,0.0008524771855499651
-0.016983625,0.0008529749495749044
-0.016507803,0.0008542135630570571
-0.016009703,0.0008552630714365392
-0.015525399,0.0008549542543295052
-0.015019452,0.0008605127396650609
-0.014507776,0.0008653740424725406
-0.013999922,0.0008654777576103632
-0.013511373,0.0008646446108792425
-0.013001609,0.0008632530034110436
-0.012509515,0.0008647009712645475
-0.012030869,0.0008684970893632245
-0.011510286,0.0008696878238104715
-0.011003281,0.000870505449846082
-0.010506245,0.0008736842197928883
-0.010001783,0.0008765956372372014
-0.0094981715,0.0008793595966212495
-0.0090085603,0.0008824720122599175
-0.0085098268,0.0008847035225901089
-0.0080138529,0.000887178579297918
-0.0075138453,0.0008902625957961006
-0.0070197792,0.0008916975671632247
-0.0065259268,0.0008948099483084854
-0.0060146768,0.0009002032132196611
-0.0055148834,0.0009035980681936004
-0.0050184834,0.000903733035859982
-0.0045155077,0.0009018905313698186
-0.0040195324,0.0009033556322079802
-0.0035131625,0.0009092552575532646
-0.0029879119,0.0009130880536287554
-0.0025095439,0.000914660245244777
-0.002012508,0.0009141488776044336
-0.0015108049,0.0009153576399882972
-0.0011387597,0.000918646836979637
-0.00096921995,0.0009198571982172616
-0.00071844633,0.000922247751533732
-0.00039602708,0.0009222003486852244
-0.00050718669,0.0009138428318288538
-0.00094843091,0.000902471761138353
-0.0014590436,0.0008919143562067121
-0.0019808996,0.0008813730078313877
-0.002470935,0.0008746431092192799
-0.0029675469,0.0008693293943738325
-0.0034565215,0.0008612377961172649
-0.0039465576,0.0008535818159105951
-0.0044402,0.0008483627933418142
-0.0049482663,0.0008453386559536813
-0.0054503935,0.0008397341177139306
-0.0059616426,0.0008322185874728855
-0.0064448901,0.0008291815894255032
-0.0069722617,0.0008287662132244458
